FID,geom,nid,kind,street,plz,city,description,created_at,url
MRN_mundraub_4326_Point.157,POINT (8.926836512983 49.24139036647),119553,Walnuss,K 4182,74889,Sinsheim,mehrere Walnussbäume am Wegrand,2023-10-08 15:53:00,https://mundraub.org/node/119553
MRN_mundraub_4326_Point.158,POINT (8.825942873955 49.241757722156),107973,Mirabelle,Karlsruher Straße,74889,Sinsheim,Klein unterm Apfelbaum,2022-09-17 18:40:00,https://mundraub.org/node/107973
MRN_mundraub_4326_Point.159,POINT (8.825894594193 49.241883803382),107972,Apfel,Karlsruher Straße,74889,Sinsheim,Rote Äpfel auf Feld,2022-09-17 18:38:00,https://mundraub.org/node/107972
MRN_mundraub_4326_Point.160,POINT (8.731260895729 49.250096283982),74891,Apfel,Obere Mühlstraße,69242,Mühlhausen,Verschiedene Apfelbäume mit sehr hohem Ertrag,2017-10-01 22:08:00,https://mundraub.org/node/74891
MRN_mundraub_4326_Point.161,POINT (8.614032268524 49.251181471318),106883,Pflaume,Zwetschgenallee,68789,St. Leon-Rot,Pflaumenbäume am Wegesrand die gepflückt werden dürfen,2022-09-01 20:05:00,https://mundraub.org/node/106883
MRN_mundraub_4326_Point.162,POINT (8.6776411 49.2515263),92785,Bärlauch,Am Hang,69231,Rauenberg,viel unterhalb der Kapelle,2021-03-29 16:34:00,https://mundraub.org/node/92785
MRN_mundraub_4326_Point.163,POINT (8.685720255598 49.252172730241),78428,Walnuss,K 4166,69231,Rauenberg,Direkt an der Einfahrt Richtung Friedhof,2018-08-27 19:07:00,https://mundraub.org/node/78428
MRN_mundraub_4326_Point.164,POINT (8.669114112854 49.252176231763),76759,Kirsche,B 3,69231,Rauenberg,Entlang des Weges wachsen mehrer Kirschbäume  Tipp: Von hinten kommt man an die Kirschen besser dran.,2018-07-04 12:54:00,https://mundraub.org/node/76759
MRN_mundraub_4326_Point.165,POINT (8.688181601465 49.254935353852),78429,Birne,Panoramastraße,69231,Rauenberg,Sehr kleine Birnen am Kreuz,2018-08-27 19:09:00,https://mundraub.org/node/78429
MRN_mundraub_4326_Point.166,POINT (8.673593401909 49.25509641459),76760,Walnuss,Im Retzer,69231,Rauenberg,Ein riesiger Walnussbaum steht direkt am Weg.,2018-07-04 12:55:00,https://mundraub.org/node/76760
MRN_mundraub_4326_Point.167,POINT (8.674006462097 49.25536951638),85649,Kirsche,Im Retzer,69231,Rauenberg,Kirschbäume von der Stadt zum pflücken gekennzeichnet,2020-02-05 13:02:00,https://mundraub.org/node/85649
MRN_mundraub_4326_Point.168,POINT (8.675492405891 49.255761659898),85648,Pflaume,Im Retzer,69231,Rauenberg,Pflaumenbäume von der Stadt zum Pflücken gekennzeichnet,2020-02-05 13:01:00,https://mundraub.org/node/85648
MRN_mundraub_4326_Point.169,POINT (8.219017982483 49.256378173828),3634,Mirabelle,L 540,67482,Freimersheim,Kleine wilde Mirabellen in Rot und Gelb! Süße Früchte mit herrlich saurer Schale. Sind reif und sehr üppig! Wo: in der Südpfalz am Straßenrand zwischen Hochstadt und Freimersheim Ebenso werden hier zusehendst Pflaumen/Zwetschgen später auch Birnen und Äpfel reif!,2011-07-26 22:06:00,https://mundraub.org/node/3634
MRN_mundraub_4326_Point.170,POINT (8.88514995575 49.260117044499),15968,Walnuss,Sunnisheim-Ring,74889,Sinsheim,Da stehen locker 5 Wallnussbäume in einer Reihe. Der eine ist richtig dick!,2014-09-15 15:43:00,https://mundraub.org/node/15968
MRN_mundraub_4326_Point.171,POINT (8.666753768921 49.26058967164),76757,Mirabelle,B 3,69231,Rauenberg,Entlang der Straße kurz vor der Ampel steht ein Mirabellenbaum.,2018-07-04 12:51:00,https://mundraub.org/node/76757
MRN_mundraub_4326_Point.172,POINT (8.665959835053 49.260925759297),76758,Pflaume,B 3,69231,Rauenberg,An der Feldwegkreuzung steht ein Pflaumenbaum gut bewacht von Brennesseln.,2018-07-04 12:53:00,https://mundraub.org/node/76758
MRN_mundraub_4326_Point.173,POINT (8.406064510346 49.260929260198),108116,Kirsche,Philippsburger Straße,67354,Römerberg,es sind ca. 6 Bäume auf einer Straßenseite zur freien Verfügung,2022-09-20 04:06:00,https://mundraub.org/node/108116
MRN_mundraub_4326_Point.174,POINT (8.88302564621 49.260985274581),15969,Apfel,Sunnisheim-Ring,74889,Sinsheim,Äpfel,2014-09-15 15:48:00,https://mundraub.org/node/15969
MRN_mundraub_4326_Point.175,POINT (8.174199773348 49.262004725928),11100,Kirsche,L 542,67483,Großfischlingen,Kirsch und Walnussbäume zwischen Essingen und Venningen an der L542. Kirschen vollreif Walnüsse Grün...warten zum ernten!,2014-06-22 19:29:00,https://mundraub.org/node/11100
MRN_mundraub_4326_Point.176,POINT (8.37441444397 49.264419555664),2134,Kirsche,L 507,67360,Lingenfeld,direkt an der Straße stehen mehrere Kirschbäume die nicht abgeerntet werden.,2010-08-24 11:04:00,https://mundraub.org/node/2134
MRN_mundraub_4326_Point.177,POINT (8.707126617432 49.264835357666),1558,Kirsche,Alte Kirchgasse,69231,Rauenberg,Baulücke durch den Zaun links um Haus da steht er.,2010-08-04 13:49:00,https://mundraub.org/node/1558
MRN_mundraub_4326_Point.178,POINT (8.892393319928 49.265040763972),6880,Walnuss,Alte Waibstadter Straße,74889,Sinsheim,Unbekannt,2013-05-31 18:27:00,https://mundraub.org/node/6880
MRN_mundraub_4326_Point.179,POINT (8.591469361272 49.266533338116),106881,Andere Kräuter,Hermannstraße,68789,St. Leon-Rot,Salbeibusch im Pflanzkübel der die Autos ausbremsen soll.,2022-09-01 20:02:00,https://mundraub.org/node/106881
MRN_mundraub_4326_Point.180,POINT (8.591386320104 49.266542851877),106880,Rosmarin,Hermannstraße,68789,St. Leon-Rot,Großer Rosmarinbusch im Pflanzkübel auf der Straße der die Autos ausbremsen soll.,2022-09-01 19:58:00,https://mundraub.org/node/106880
MRN_mundraub_4326_Point.181,POINT (8.326826691628 49.268396116917),98758,Andere Obstbäume,Hauptstraße,67365,Schwegenheim,Der Obst-und Gartenbauverein Schwegenheim e.V. Nicht direkt ein Obstbaum aber verantwortlich für enorme Mengen Obstbäume im und ums Dorf.,2021-09-02 19:20:00,https://mundraub.org/node/98758
MRN_mundraub_4326_Point.182,POINT (8.906865 49.269726),6881,Pflaume,Bruchstraße,74889,Sinsheim,Unbekannt,2013-05-31 18:32:00,https://mundraub.org/node/6881
MRN_mundraub_4326_Point.183,POINT (8.336332440376 49.270475293596),98757,Holunder,Lingenfelder Straße,67365,Schwegenheim,1 großer Holunder in der Nähe der Tankstelle und der B9. Müsst ihr abwägen.,2021-09-02 19:18:00,https://mundraub.org/node/98757
MRN_mundraub_4326_Point.184,POINT (8.696231245995 49.270697090612),84724,Apfel,Weißenberg,69231,Rauenberg,Mostäpfel,2019-09-11 13:53:00,https://mundraub.org/node/84724
MRN_mundraub_4326_Point.185,POINT (8.324761390686 49.270898818844),98762,Kirsche,Am Bahndamm,67365,Schwegenheim,Etwas knorrig tragen nicht immer gut,2021-09-02 19:54:00,https://mundraub.org/node/98762
MRN_mundraub_4326_Point.186,POINT (8.332303762436 49.273639394332),98755,Esskastanie,Rottstraße,67365,Schwegenheim,3 große Esskastanien direkt neben dem Spielplatz,2021-09-02 19:13:00,https://mundraub.org/node/98755
MRN_mundraub_4326_Point.187,POINT (8.594905771315 49.276639021174),113343,Brombeere,Kreuzweg,68789,St. Leon-Rot,Brombeerhecken am Wegesrand,2023-03-05 09:43:00,https://mundraub.org/node/113343
MRN_mundraub_4326_Point.188,POINT (8.700506687164 49.279088592048),23507,Brombeere,Bögnerweg,69231,Rauenberg,gegenüber der Weinberge gibt es an der Böschung Brombeeren.,2016-03-22 10:30:00,https://mundraub.org/node/23507
MRN_mundraub_4326_Point.189,POINT (8.327894210815 49.279396556989),98756,Andere Obstbäume,Eichenstraße,67365,Schwegenheim,Eine mittelgroße Streuobstwiese. Gepflegt durch den Obst-und Gartenbauverein Schwegenheim e.V.,2021-09-02 19:15:00,https://mundraub.org/node/98756
MRN_mundraub_4326_Point.190,POINT (8.958597891033 49.279406618311),91973,Pflaume,Sinsheimer Straße,74924,Neckarbischofsheim,Kleiner vollhängender Pflauenbaum wurde in den letzten Jahren nie abgeerntet,2021-01-06 10:17:00,https://mundraub.org/node/91973
MRN_mundraub_4326_Point.191,POINT (8.959052525461 49.279609594111),91972,Apfel,Sinsheimer Straße,74924,Neckarbischofsheim,Sehr schmackhafte rote Äpfel erntet niemand der Großteil fällt zu Boden und verdirbt,2021-01-06 10:15:00,https://mundraub.org/node/91972
MRN_mundraub_4326_Point.192,POINT (8.591737747192 49.280586403465),11159,Kirsche,Breitenweg,68799,Reilingen,Sie sind klein haengen hoch aber die Raeuberleiter lohnt sich. Ausserdem gleich neben einem Badesee!,2014-06-25 10:34:00,https://mundraub.org/node/11159
MRN_mundraub_4326_Point.193,POINT (8.326692581177 49.281870705533),98760,Mirabelle,Vorderlohe,67365,Schwegenheim,Verteilt entlang des Weges,2021-09-02 19:52:00,https://mundraub.org/node/98760
MRN_mundraub_4326_Point.194,POINT (8.326671123505 49.281884703191),98761,Haselnuss,Vorderlohe,67365,Schwegenheim,Verteilt entlang des Weges,2021-09-02 19:53:00,https://mundraub.org/node/98761
MRN_mundraub_4326_Point.195,POINT (8.324959874153 49.282175153707),98759,Walnuss,Vorderlohe,67365,Schwegenheim,1 großer alter Walnussbaum,2021-09-02 19:21:00,https://mundraub.org/node/98759
MRN_mundraub_4326_Point.196,POINT (8.525197505951 49.282602077867),81726,Brombeere,Alte B36,68804,Altlußheim,Etliche Brombeersträucher stehen entlang der alten B36 auf Höhe des Kriegbachs in richtung Waghäusel am Ortsausgang von Neulußheim.,2019-03-26 11:50:00,https://mundraub.org/node/81726
MRN_mundraub_4326_Point.197,POINT (8.528507351875 49.283438418581),81727,Bärlauch,L 560,68804,Altlußheim,Ab März findet Ihr hier einen Teppich aus Bärlauch abseits des Waldwegs ( von dort aus richt und sieht man Ihn unausweichlich) die böschung hinunter.,2019-03-26 11:55:00,https://mundraub.org/node/81727
MRN_mundraub_4326_Point.198,POINT (8.325995206833 49.283770851327),98754,Andere Kräuter,Vorderlohe,67365,Schwegenheim,Der Kräutergarten des Dorfes. Hier findet man mehr Sorten Kräuter als in vielen Nachbarschaften insgesamt. Gerne kleine Mengen ernten und durchprobieren! Ab und zu finden hier kleine Feste statt.,2021-09-02 19:12:00,https://mundraub.org/node/98754
MRN_mundraub_4326_Point.199,POINT (8.937056064606 49.28439371928),86589,Bärlauch,Fw. Keim-Weg,74915,Waibstadt,Im Waldstück ist ein mittelgroßer Bärlauchteppich zu finden. Er wächst wegen der Bodenbeschaffenheit eher selten in der Region - bitte also sorgfältig damit umgehen.,2020-05-11 13:59:00,https://mundraub.org/node/86589
MRN_mundraub_4326_Point.200,POINT (8.389831781387 49.284915102697),14097,Walnuss,Fahrweg,67354,Römerberg,An dieser Stelle und in der Umgebung stehen mehrere Walnussbäume.,2014-08-07 03:22:00,https://mundraub.org/node/14097
MRN_mundraub_4326_Point.201,POINT (8.688125610352 49.285387492308),8232,Pflaume,Am Schwimmbad,69168,Wiesloch,Eine Reihe von Zwetschgenbäumen (Straße: Am Schwimmbad) nordwestlich des einzelstehenden Hauses nahe der Auffahrt der Südtangenten (L594) auf die B39 / L723 - genau gegenüber den Boule-Freunden...,2013-09-03 15:52:00,https://mundraub.org/node/8232
MRN_mundraub_4326_Point.202,POINT (8.39973449707 49.285397989804),79844,Walnuss,Uhlandstraße,67354,Römerberg,fallen hier vom Nachbarn auf den Spielplatz,2018-10-08 18:00:00,https://mundraub.org/node/79844
MRN_mundraub_4326_Point.203,POINT (8.645950317383 49.285743713379),1914,Bärlauch,Albert-Einstein-Straße,69190,Walldorf,Auf ca. 1 Quadratkilometer Bärlauch als Bodendecker. Parkplatz beim Marker und dann in den Wald.,2010-08-24 10:53:00,https://mundraub.org/node/1914
MRN_mundraub_4326_Point.204,POINT (8.669232130051 49.286134791816),83416,Mirabelle,Sandpfadweg,69168,Wiesloch,"Mirabelle oder Kirschpflaume. Der erste Baum gleich am ""Eingang"" in den Wald. Der zweite ist wenn man den Weg über die alte Eisenbahnbrücke geht und dann noch ein Stückchen weiter. Der Baum befindet sich links am Hang.",2019-08-14 15:51:00,https://mundraub.org/node/83416
MRN_mundraub_4326_Point.205,POINT (8.522906899452 49.286300766056),81725,Kirsche,Waghäuseler Straße,68809,Neulußheim,4-5 Sauerkirschbäume entlang des Feldwegs in richtung der alte B36.,2019-03-26 11:40:00,https://mundraub.org/node/81725
MRN_mundraub_4326_Point.206,POINT (8.580075502396 49.287277005495),14249,Apfel,Schloßmühle,68799,Reilingen,Entlang des Weges stehen mehrere Apfelbäume wenn man nach Süden geht auf der rechten Seite. Etwas weiter den Weg entlang bevor man links Richtung See abbiegt stehen auch Brombeeren.,2014-08-11 10:23:00,https://mundraub.org/node/14249
MRN_mundraub_4326_Point.207,POINT (8.579871654511 49.287826350372),14248,Walnuss,Schloßmühle,68799,Reilingen,Viele viele Walnüsse. Guten Appetit!,2014-08-11 10:20:00,https://mundraub.org/node/14248
MRN_mundraub_4326_Point.208,POINT (8.703376500525 49.288311973281),26366,Apfel,Rebenweg,69168,Wiesloch,Die Apfelbäume sind öffentlich zugänglich und von der Stadt ist das pflücken erlaubt. Es handelt sich um säuerliche Äpfel.,2016-09-06 10:19:00,https://mundraub.org/node/26366
MRN_mundraub_4326_Point.209,POINT (8.171081542969 49.292133421947),85372,Apfel,L 542,67482,Venningen,alte Apfelsorten an der Straße neben den Weinbergen,2019-10-22 10:50:00,https://mundraub.org/node/85372
MRN_mundraub_4326_Point.210,POINT (8.701772689819 49.292378746034),82168,Kirsche,Bahnweg,69168,Wiesloch,Kirschen an einem öffentlichen Baum.,2019-06-01 20:14:00,https://mundraub.org/node/82168
MRN_mundraub_4326_Point.211,POINT (8.146984577179 49.29249728403),11374,Walnuss,A 65,67487,Maikammer,Einzelner Walnussbaum direkt am Weg,2014-07-07 10:48:00,https://mundraub.org/node/11374
MRN_mundraub_4326_Point.212,POINT (8.921574354172 49.293165523744),85381,Mirabelle,Eichelbergstraße,74915,Waibstadt,Entlang der Eichelbergstraße gibt es auf der grünen Seite mehrere Mirabellensträucher die viel tragen und gut schmecken.,2019-10-24 10:31:00,https://mundraub.org/node/85381
MRN_mundraub_4326_Point.213,POINT (8.4153137 49.2932598),95499,Haselnuss,Große Hohl,67354,Römerberg-Dudenhofen,An der kleinen Streuobstwiese direkt hinter dem Unterstand mit Tisch & Bank.,2021-07-16 13:22:00,https://mundraub.org/node/95499
MRN_mundraub_4326_Point.214,POINT (8.4152495 49.2933561),95497,Apfel,Große Hohl,67354,Römerberg-Dudenhofen,Streuobstwiese,2021-07-16 13:16:00,https://mundraub.org/node/95497
MRN_mundraub_4326_Point.215,POINT (8.4153458 49.2934553),95498,Birne,Große Hohl,67354,Römerberg-Dudenhofen,Streuobstwiese,2021-07-16 13:19:00,https://mundraub.org/node/95498
MRN_mundraub_4326_Point.216,POINT (8.148068189621 49.293700808708),11375,Mirabelle,A 65,67487,Maikammer,Mirabellenbaum und Zwetschgenbaum (bin mir nicht 100% sicher) direkt am Weg,2014-07-07 11:20:00,https://mundraub.org/node/11375
MRN_mundraub_4326_Point.217,POINT (8.921874761581 49.294760865698),85387,Apfel,Loßstraße,74915,Waibstadt,Entlang des Hangs in der Kurve nach der Brücke wachsen ein paar Apfelbäume. Die Äpfel sehen eher mickrig aus daher weiß ich nicht wie gut sie schmecken aber zum Backen oder Kochen reicht es bestimmt.,2019-10-24 10:58:00,https://mundraub.org/node/85387
MRN_mundraub_4326_Point.218,POINT (8.148143291473 49.294820340167),11376,Kirsche,A 65,67487,Maikammer,Hier steht direkt am Weg ein Kirschbaum und weitere Bäume,2014-07-07 11:23:00,https://mundraub.org/node/11376
MRN_mundraub_4326_Point.219,POINT (8.405629992485 49.294907802492),79839,Brombeere,Kolpingstraße,67354,Römerberg,am Bahnsteig hinter Zaun,2018-10-08 17:41:00,https://mundraub.org/node/79839
